Transaction_ID,Customer_ID,Transaction_Date,Transaction_Time,Transaction_Type,Amount_NGN,Channel,Device_Type,Location,International_Transaction,Transaction_Status,Risk_Review_Flag
FT-T007462,FT-C00270,2/25/2026,11:05:00 PM,Transfer,405423,POS,POS Terminal,Benin City,No,Successful,No
FT-T007463,FT-C01445,2/25/2026,11:16:00 PM,Bill Payment,4306,ATM,POS Terminal,Kaduna,No,Reversed,No
FT-T007464,FT-C00163,2/25/2026,11:27:00 PM,Transfer,47140,Web,Web Browser,Port Harcourt,No,Failed,No
FT-T007465,FT-C00955,2/25/2026,11:37:00 PM,Card Purchase,5685,Mobile App,Android,Ibadan,No,Pending,No
FT-T007466,FT-C00024,2/25/2026,11:48:00 PM,Airtime/Data,424,POS,Android,Enugu,No,Successful,No
FT-T007467,FT-C00497,2/25/2026,11:59:00 PM,Transfer,280993,POS,Web Browser,Kaduna,No,Successful,No
FT-T007468,FT-C00193,2/26/2026,12:10:00 AM,Deposit,60872,Mobile App,iOS,Port Harcourt,No,Successful,No
FT-T007469,FT-C00878,2/26/2026,12:21:00 AM,Airtime/Data,1644,POS,Unspecified,Kaduna,No,Failed,No
FT-T007470,FT-C00390,2/26/2026,12:31:00 AM,Bill Payment,1073,Mobile App,iOS,Ibadan,No,Pending,No
FT-T007471,FT-C00497,2/26/2026,12:42:00 AM,Transfer,447275,POS,Android,Kaduna,No,Successful,No
FT-T007472,FT-C00964,2/26/2026,12:53:00 AM,Deposit,352190,ATM,Android,Ibadan,No,Successful,Yes
FT-T007473,FT-C00806,2/26/2026,1:04:00 AM,Deposit,15954,Mobile App,ATM Terminal,Kano,No,Pending,Yes
FT-T007474,FT-C00129,2/26/2026,1:15:00 AM,Airtime/Data,290,Mobile App,POS Terminal,Kaduna,No,Reversed,Yes
FT-T007475,FT-C01021,2/26/2026,1:25:00 AM,Deposit,1215,ATM,POS Terminal,Benin City,No,Successful,No
FT-T007476,FT-C00553,2/26/2026,1:36:00 AM,Card Purchase,792,ATM,iOS,Benin City,No,Successful,No
FT-T007477,FT-C01060,2/26/2026,1:47:00 AM,Bill Payment,8486,ATM,POS Terminal,Kano,No,Successful,Yes
FT-T007478,FT-C01481,2/26/2026,1:58:00 AM,Card Purchase,55401,Web,ATM Terminal,Kaduna,No,Successful,No
FT-T007479,FT-C00361,2/26/2026,2:09:00 AM,Card Purchase,3069,ATM,Android,Abuja,No,Successful,No
FT-T007480,FT-C00765,2/26/2026,2:19:00 AM,Cash Withdrawal,10981,POS,Unspecified,Ibadan,No,Successful,No
FT-T007481,FT-C01239,2/26/2026,2:30:00 AM,Bill Payment,6137,USSD,Web Browser,Ibadan,No,Successful,No
FT-T007482,FT-C00287,2/26/2026,2:41:00 AM,Cash Withdrawal,1102,Mobile App,Web Browser,Enugu,No,Successful,Yes
FT-T007483,FT-C00768,2/26/2026,2:52:00 AM,Deposit,3189,Web,POS Terminal,Abuja,No,Successful,No
FT-T007484,FT-C00925,2/26/2026,3:03:00 AM,Transfer,15093,Mobile App,Android,Enugu,No,Successful,Yes
FT-T007485,FT-C00369,2/26/2026,3:13:00 AM,Card Purchase,1792,Mobile App,Android,Kano,No,Successful,No
FT-T007486,FT-C01493,2/26/2026,3:24:00 AM,Card Purchase,8531,POS,Unspecified,Ibadan,No,Successful,No
FT-T007487,FT-C00899,2/26/2026,3:35:00 AM,Transfer,1043,Mobile App,Android,Lagos,No,Successful,No
FT-T007488,FT-C01210,2/26/2026,3:46:00 AM,Card Purchase,50987,Mobile App,Android,Benin City,No,Successful,No
FT-T007489,FT-C01498,2/26/2026,3:57:00 AM,Airtime/Data,13041,POS,Android,Port Harcourt,No,Successful,Yes
FT-T007490,FT-C01085,2/26/2026,4:07:00 AM,Card Purchase,21782,Mobile App,ATM Terminal,Port Harcourt,No,Successful,Yes
FT-T007491,FT-C00262,2/26/2026,4:18:00 AM,Transfer,18577,POS,Android,Abuja,No,Successful,No
FT-T007492,FT-C00788,2/26/2026,4:29:00 AM,Card Purchase,3633,Mobile App,iOS,Kano,No,Successful,No
FT-T007493,FT-C00111,2/26/2026,4:40:00 AM,Cash Withdrawal,43347,Mobile App,ATM Terminal,Port Harcourt,No,Successful,No
FT-T007494,FT-C00942,2/26/2026,4:51:00 AM,Card Purchase,44579,Mobile App,Android,Abuja,No,Successful,No
FT-T007495,FT-C00141,2/26/2026,5:01:00 AM,Card Purchase,52907,POS,iOS,Kaduna,No,Successful,No
FT-T007496,FT-C00745,2/26/2026,5:12:00 AM,Transfer,5319,POS,POS Terminal,Enugu,No,Successful,No
FT-T007497,FT-C00535,2/26/2026,5:23:00 AM,Card Purchase,1037,ATM,iOS,Enugu,No,Successful,Yes
FT-T007498,FT-C00079,2/26/2026,5:34:00 AM,Bill Payment,3059,Web,Android,Enugu,No,Successful,No
FT-T007499,FT-C01055,2/26/2026,5:45:00 AM,Cash Withdrawal,1044,Web,POS Terminal,Abuja,No,Successful,No
FT-T007500,FT-C00509,2/26/2026,5:55:00 AM,Transfer,8898,ATM,Android,Kano,Yes,Successful,Yes
FT-T007501,FT-C00971,2/26/2026,6:06:00 AM,Airtime/Data,547,USSD,Android,Kano,No,Successful,No
FT-T007502,FT-C00066,2/26/2026,6:17:00 AM,Transfer,107880,USSD,ATM Terminal,Lagos,No,Successful,No
FT-T007503,FT-C01395,2/26/2026,6:28:00 AM,Transfer,49264,POS,Android,Abuja,No,Successful,No
FT-T007504,FT-C00287,2/26/2026,6:39:00 AM,Bill Payment,574,ATM,Android,Abuja,No,Failed,No
FT-T007505,FT-C01200,2/26/2026,6:49:00 AM,Bill Payment,1074,Mobile App,iOS,Lagos,No,Successful,No
FT-T007506,FT-C00123,2/26/2026,7:00:00 AM,Transfer,19986,Mobile App,Android,Ibadan,No,Successful,No
FT-T007507,FT-C01255,2/26/2026,7:11:00 AM,Cash Withdrawal,30350,Web,ATM Terminal,Benin City,No,Successful,No
FT-T007508,FT-C00555,2/26/2026,7:22:00 AM,Transfer,93417,Mobile App,Android,Kano,No,Successful,No
FT-T007509,FT-C01004,2/26/2026,7:33:00 AM,Airtime/Data,41056,Mobile App,Web Browser,Lagos,No,Successful,No
FT-T007510,FT-C00004,2/26/2026,7:43:00 AM,Bill Payment,20611,Web,iOS,Kaduna,No,Successful,Yes
FT-T007511,FT-C00412,2/26/2026,7:54:00 AM,Transfer,20358,Web,iOS,Benin City,No,Successful,No
FT-T007512,FT-C00250,2/26/2026,8:05:00 AM,Transfer,8381,ATM,iOS,Enugu,No,Successful,No
FT-T007513,FT-C01369,2/26/2026,8:16:00 AM,Cash Withdrawal,58904,Mobile App,Android,Port Harcourt,No,Successful,No
FT-T007514,FT-C01357,2/26/2026,8:27:00 AM,Cash Withdrawal,174372,Web,Android,Abuja,No,Successful,Yes
FT-T007515,FT-C00453,2/26/2026,8:37:00 AM,Deposit,15967,ATM,iOS,Abuja,No,Successful,No
FT-T007516,FT-C00158,2/26/2026,8:48:00 AM,Airtime/Data,3784,USSD,iOS,Kaduna,No,Successful,No
FT-T007517,FT-C00837,2/26/2026,8:59:00 AM,Card Purchase,1128,Mobile App,Web Browser,Kano,No,Failed,No
FT-T007518,FT-C01014,2/26/2026,9:10:00 AM,Deposit,275155,ATM,Web Browser,Enugu,No,Successful,Yes
FT-T007519,FT-C01294,2/26/2026,9:21:00 AM,Card Purchase,28801,Mobile App,Web Browser,Ibadan,No,Successful,No
FT-T007520,FT-C01442,2/26/2026,9:31:00 AM,Card Purchase,2901,Mobile App,Android,Ibadan,No,Successful,Yes
FT-T007521,FT-C01464,2/26/2026,9:42:00 AM,Bill Payment,51307,Mobile App,Android,Kaduna,No,Successful,No
FT-T007522,FT-C01053,2/26/2026,9:53:00 AM,Transfer,369052,Mobile App,Web Browser,Enugu,No,Successful,No
FT-T007523,FT-C00978,2/26/2026,10:04:00 AM,Transfer,3559,POS,Android,Kano,No,Successful,No
FT-T007524,FT-C00335,2/26/2026,10:15:00 AM,Deposit,3396,POS,Android,Kano,Yes,Successful,No
FT-T007525,FT-C01262,2/26/2026,10:25:00 AM,Card Purchase,61411,Mobile App,Web Browser,Enugu,No,Successful,No
FT-T007526,FT-C00153,2/26/2026,10:36:00 AM,Airtime/Data,3732,Web,ATM Terminal,Ibadan,No,Successful,Yes
FT-T007527,FT-C00749,2/26/2026,10:47:00 AM,Transfer,204931,Mobile App,Android,Kano,No,Successful,Yes
FT-T007528,FT-C00834,2/26/2026,10:58:00 AM,Card Purchase,2771,Web,iOS,Enugu,No,Successful,No
FT-T007529,FT-C01139,2/26/2026,11:09:00 AM,Card Purchase,12358,Mobile App,Android,Benin City,No,Successful,No
FT-T007530,FT-C00808,2/26/2026,11:19:00 AM,Card Purchase,12042,Mobile App,Android,Ibadan,No,Successful,No
FT-T007531,FT-C00758,2/26/2026,11:30:00 AM,Airtime/Data,322,Mobile App,iOS,Benin City,No,Successful,No
FT-T007532,FT-C01423,2/26/2026,11:41:00 AM,Card Purchase,170945,POS,Web Browser,Enugu,No,Successful,Yes
FT-T007533,FT-C01056,2/26/2026,11:52:00 AM,Card Purchase,20988,Mobile App,iOS,Enugu,No,Successful,No
FT-T007534,FT-C00532,2/26/2026,12:03:00 PM,Card Purchase,21000,ATM,Android,Lagos,No,Successful,No
FT-T007535,FT-C00053,2/26/2026,12:13:00 PM,Bill Payment,2410,Mobile App,Android,Abuja,No,Successful,No
FT-T007536,FT-C00718,2/26/2026,12:24:00 PM,Card Purchase,19230,POS,POS Terminal,Enugu,No,Successful,No
FT-T007537,FT-C01219,2/26/2026,12:35:00 PM,Cash Withdrawal,99409,Mobile App,iOS,Kano,No,Successful,No
FT-T007538,FT-C01329,2/26/2026,12:46:00 PM,Bill Payment,37227,Mobile App,Web Browser,Port Harcourt,No,Successful,No
FT-T007539,FT-C00345,2/26/2026,12:57:00 PM,Transfer,260652,Web,Android,Benin City,No,Failed,No
FT-T007540,FT-C01106,2/26/2026,1:07:00 PM,Airtime/Data,252,USSD,POS Terminal,Enugu,No,Successful,No
FT-T007541,FT-C00001,2/26/2026,1:18:00 PM,Deposit,3313,POS,Android,Enugu,No,Successful,No
FT-T007542,FT-C00167,2/26/2026,1:29:00 PM,Card Purchase,28189,Web,Android,Kaduna,No,Successful,Yes
FT-T007543,FT-C00317,2/26/2026,1:40:00 PM,Bill Payment,36108,Mobile App,iOS,Port Harcourt,No,Failed,No
FT-T007544,FT-C01207,2/26/2026,1:51:00 PM,Bill Payment,17806,Mobile App,iOS,Enugu,No,Successful,No
FT-T007545,FT-C00965,2/26/2026,2:01:00 PM,Deposit,2549,POS,Android,Port Harcourt,No,Failed,No
FT-T007546,FT-C00898,2/26/2026,2:12:00 PM,Transfer,28615,POS,Web Browser,Kaduna,No,Successful,Yes
FT-T007547,FT-C00273,2/26/2026,2:23:00 PM,Bill Payment,26364,Web,Android,Benin City,No,Successful,No
FT-T007548,FT-C00373,2/26/2026,2:34:00 PM,Transfer,1270,Mobile App,Android,Ibadan,Yes,Successful,Yes
FT-T007549,FT-C01386,2/26/2026,2:45:00 PM,Transfer,731,POS,iOS,Lagos,No,Successful,No
FT-T007550,FT-C00900,2/26/2026,2:55:00 PM,Bill Payment,1929,Web,Android,Benin City,No,Successful,No
FT-T007551,FT-C00201,2/26/2026,3:06:00 PM,Deposit,1812,Mobile App,Android,Lagos,No,Successful,No
FT-T007552,FT-C01216,2/26/2026,3:17:00 PM,Cash Withdrawal,2271,Mobile App,Android,Kano,No,Successful,No
FT-T007553,FT-C01365,2/26/2026,3:28:00 PM,Cash Withdrawal,3074,Mobile App,iOS,Benin City,No,Successful,No
FT-T007554,FT-C01323,2/26/2026,3:39:00 PM,Bill Payment,8320,ATM,ATM Terminal,Enugu,No,Successful,No
FT-T007555,FT-C00140,2/26/2026,3:49:00 PM,Airtime/Data,263,POS,Android,Lagos,No,Successful,No
FT-T007556,FT-C00306,2/26/2026,4:00:00 PM,Card Purchase,14356,POS,iOS,Port Harcourt,No,Successful,No
FT-T007557,FT-C01220,2/26/2026,4:11:00 PM,Transfer,3611,ATM,POS Terminal,Benin City,No,Successful,No
FT-T007558,FT-C01085,2/26/2026,4:22:00 PM,Deposit,7648,POS,Android,Lagos,No,Successful,No
FT-T007559,FT-C00360,2/26/2026,4:33:00 PM,Card Purchase,146117,Mobile App,Web Browser,Kano,No,Successful,Yes
FT-T007560,FT-C00307,2/26/2026,4:43:00 PM,Transfer,119560,Mobile App,Android,Abuja,No,Successful,No
FT-T007561,FT-C00333,2/26/2026,4:54:00 PM,Cash Withdrawal,10401,Mobile App,iOS,Benin City,No,Successful,Yes
FT-T007562,FT-C01107,2/26/2026,5:05:00 PM,Cash Withdrawal,11830,USSD,ATM Terminal,Port Harcourt,No,Failed,No
FT-T007563,FT-C00334,2/26/2026,5:16:00 PM,Card Purchase,625,ATM,POS Terminal,Benin City,No,Reversed,Yes
FT-T007564,FT-C00517,2/26/2026,5:27:00 PM,Deposit,252815,POS,POS Terminal,Ibadan,No,Reversed,Yes
FT-T007565,FT-C00731,2/26/2026,5:37:00 PM,Transfer,514,Web,Android,Kaduna,No,Successful,Yes
FT-T007566,FT-C00924,2/26/2026,5:48:00 PM,Transfer,1336,Mobile App,Android,Port Harcourt,No,Successful,No
FT-T007567,FT-C00766,2/26/2026,5:59:00 PM,Card Purchase,9138,Mobile App,ATM Terminal,Kano,No,Successful,No
FT-T007568,FT-C01498,2/26/2026,6:10:00 PM,Transfer,1801,POS,iOS,Port Harcourt,No,Successful,Yes
FT-T007569,FT-C01418,2/26/2026,6:21:00 PM,Card Purchase,17182,Mobile App,iOS,Lagos,No,Successful,No
FT-T007570,FT-C00785,2/26/2026,6:32:00 PM,Card Purchase,307,POS,Android,Kano,No,Successful,No
FT-T007571,FT-C01404,2/26/2026,6:42:00 PM,Deposit,1905,Mobile App,Android,Kano,No,Successful,No
FT-T007572,FT-C00021,2/26/2026,6:53:00 PM,Deposit,149830,Mobile App,Android,Abuja,No,Successful,No
FT-T007573,FT-C00879,2/26/2026,7:04:00 PM,Card Purchase,11989,Mobile App,iOS,Port Harcourt,No,Successful,No
FT-T007574,FT-C00177,2/26/2026,7:15:00 PM,Transfer,571,POS,ATM Terminal,Enugu,No,Successful,No
FT-T007575,FT-C01387,2/26/2026,7:26:00 PM,Card Purchase,1119,Mobile App,Android,Port Harcourt,No,Successful,Yes
FT-T007576,FT-C00022,2/26/2026,7:36:00 PM,Cash Withdrawal,3741,Mobile App,Android,Port Harcourt,No,Successful,No
FT-T007577,FT-C00837,2/26/2026,7:47:00 PM,Transfer,161176,Mobile App,ATM Terminal,Kaduna,No,Successful,No
FT-T007578,FT-C00960,2/26/2026,7:58:00 PM,Bill Payment,10950,Mobile App,iOS,Kano,No,Successful,No
FT-T007579,FT-C00548,2/26/2026,8:09:00 PM,Card Purchase,9578,Web,Web Browser,Lagos,No,Successful,No
FT-T007580,FT-C00250,2/26/2026,8:20:00 PM,Airtime/Data,171,USSD,Android,Enugu,No,Successful,No
FT-T007581,FT-C00661,2/26/2026,8:30:00 PM,Card Purchase,20055,POS,Android,Abuja,Yes,Successful,No
FT-T007582,FT-C00952,2/26/2026,8:41:00 PM,Deposit,2777,Mobile App,iOS,Abuja,No,Reversed,No
FT-T007583,FT-C01097,2/26/2026,8:52:00 PM,Cash Withdrawal,17828,POS,Android,Ibadan,No,Successful,No
FT-T007584,FT-C01115,2/26/2026,9:03:00 PM,Cash Withdrawal,26370,Web,Android,Abuja,No,Successful,Yes
FT-T007585,FT-C01200,2/26/2026,9:14:00 PM,Bill Payment,43267,Mobile App,Android,Port Harcourt,Yes,Successful,No
FT-T007586,FT-C00126,2/26/2026,9:24:00 PM,Deposit,196979,ATM,Android,Ibadan,No,Failed,No
FT-T007587,FT-C01228,2/26/2026,9:35:00 PM,Cash Withdrawal,2857,Mobile App,POS Terminal,Ibadan,No,Successful,No
FT-T007588,FT-C01270,2/26/2026,9:46:00 PM,Deposit,404255,POS,Android,Lagos,No,Successful,No
FT-T007589,FT-C00611,2/26/2026,9:57:00 PM,Transfer,509,ATM,POS Terminal,Abuja,No,Successful,Yes
FT-T007590,FT-C01295,2/26/2026,10:08:00 PM,Transfer,4723,Mobile App,ATM Terminal,Benin City,No,Successful,No
FT-T007591,FT-C01010,2/26/2026,10:18:00 PM,Transfer,785,Web,Android,Abuja,No,Successful,No
FT-T007592,FT-C00044,2/26/2026,10:29:00 PM,Deposit,112516,Web,iOS,Port Harcourt,No,Successful,No
FT-T007593,FT-C00548,2/26/2026,10:40:00 PM,Transfer,15023,Web,Android,Lagos,No,Successful,No
FT-T007594,FT-C01192,2/26/2026,10:51:00 PM,Deposit,3146,Mobile App,Web Browser,Kano,No,Successful,Yes
FT-T007595,FT-C00435,2/26/2026,11:02:00 PM,Card Purchase,517,Web,Android,Enugu,No,Successful,No
FT-T007596,FT-C01054,2/26/2026,11:12:00 PM,Transfer,2327,ATM,iOS,Kaduna,No,Successful,No
FT-T007597,FT-C00794,2/26/2026,11:23:00 PM,Card Purchase,108420,POS,Web Browser,Kano,No,Successful,No
FT-T007598,FT-C00357,2/26/2026,11:34:00 PM,Card Purchase,22895,POS,iOS,Kano,No,Successful,No
FT-T007599,FT-C01272,2/26/2026,11:45:00 PM,Cash Withdrawal,3810,Mobile App,Web Browser,Ibadan,No,Reversed,No
FT-T007600,FT-C00253,2/26/2026,11:56:00 PM,Card Purchase,91218,Web,Android,Benin City,No,Successful,No
FT-T007601,FT-C00785,2/27/2026,12:06:00 AM,Transfer,1265,POS,Android,Kano,No,Successful,No
FT-T007602,FT-C00721,2/27/2026,12:17:00 AM,Deposit,90925,Mobile App,Android,Port Harcourt,No,Successful,No
FT-T007603,FT-C01406,2/27/2026,12:28:00 AM,Card Purchase,4544,POS,POS Terminal,Kano,No,Successful,Yes
FT-T007604,FT-C00737,2/27/2026,12:39:00 AM,Card Purchase,1669,Mobile App,iOS,Benin City,No,Successful,No
FT-T007605,FT-C00900,2/27/2026,12:50:00 AM,Deposit,5576,POS,Android,Abuja,No,Successful,No
FT-T007606,FT-C01443,2/27/2026,1:00:00 AM,Transfer,15082,ATM,iOS,Enugu,No,Successful,No
FT-T007607,FT-C00123,2/27/2026,1:11:00 AM,Card Purchase,116132,Web,iOS,Lagos,No,Successful,No
FT-T007608,FT-C01318,2/27/2026,1:22:00 AM,Card Purchase,34627,POS,ATM Terminal,Lagos,No,Successful,No
FT-T007609,FT-C00685,2/27/2026,1:33:00 AM,Card Purchase,20729,USSD,POS Terminal,Abuja,No,Successful,No
FT-T007610,FT-C00143,2/27/2026,1:44:00 AM,Transfer,192962,USSD,Android,Lagos,No,Successful,Yes
FT-T007611,FT-C01003,2/27/2026,1:54:00 AM,Transfer,24204,ATM,POS Terminal,Benin City,No,Successful,No
FT-T007612,FT-C00938,2/27/2026,2:05:00 AM,Card Purchase,1024,Mobile App,Unspecified,Enugu,No,Successful,No
FT-T007613,FT-C00511,2/27/2026,2:16:00 AM,Transfer,385263,POS,Android,Lagos,No,Successful,Yes
FT-T007614,FT-C00057,2/27/2026,2:27:00 AM,Transfer,18999,ATM,ATM Terminal,Abuja,No,Successful,No
FT-T007615,FT-C00042,2/27/2026,2:38:00 AM,Transfer,4270,Mobile App,Android,Port Harcourt,No,Successful,No
FT-T007616,FT-C00821,2/27/2026,2:48:00 AM,Card Purchase,43551,USSD,ATM Terminal,Ibadan,No,Successful,Yes
FT-T007617,FT-C01145,2/27/2026,2:59:00 AM,Transfer,11742,POS,Web Browser,Kano,No,Successful,No
FT-T007618,FT-C00343,2/27/2026,3:10:00 AM,Bill Payment,534,Web,ATM Terminal,Abuja,No,Successful,No
FT-T007619,FT-C00332,2/27/2026,3:21:00 AM,Deposit,8134,Web,iOS,Abuja,No,Successful,Yes
FT-T007620,FT-C01480,2/27/2026,3:32:00 AM,Bill Payment,5636,USSD,POS Terminal,Kaduna,No,Successful,No
FT-T007621,FT-C01461,2/27/2026,3:42:00 AM,Deposit,11485,Mobile App,iOS,Lagos,No,Successful,Yes
FT-T007622,FT-C00341,2/27/2026,3:53:00 AM,Cash Withdrawal,21040,Mobile App,Android,Enugu,No,Successful,No
FT-T007623,FT-C00341,2/27/2026,4:04:00 AM,Card Purchase,969,Web,POS Terminal,Kano,No,Successful,No
FT-T007624,FT-C01440,2/27/2026,4:15:00 AM,Transfer,24552,POS,Android,Ibadan,No,Successful,No
FT-T007625,FT-C00849,2/27/2026,4:26:00 AM,Transfer,410581,ATM,iOS,Ibadan,No,Successful,No
FT-T007626,FT-C00182,2/27/2026,4:36:00 AM,Card Purchase,37267,POS,iOS,Abuja,No,Successful,No
FT-T007627,FT-C00984,2/27/2026,4:47:00 AM,Transfer,52637,Mobile App,Android,Benin City,No,Successful,No
FT-T007628,FT-C01288,2/27/2026,4:58:00 AM,Airtime/Data,348,ATM,Android,Enugu,No,Successful,Yes
FT-T007629,FT-C01234,2/27/2026,5:09:00 AM,Airtime/Data,3717,Mobile App,iOS,Enugu,No,Successful,Yes
FT-T007630,FT-C00523,2/27/2026,5:20:00 AM,Transfer,131974,Web,ATM Terminal,Kaduna,No,Successful,No
FT-T007631,FT-C00182,2/27/2026,5:30:00 AM,Cash Withdrawal,3776,Web,iOS,Enugu,No,Successful,No
FT-T007632,FT-C01468,2/27/2026,5:41:00 AM,Card Purchase,523,USSD,Web Browser,Port Harcourt,No,Successful,Yes
FT-T007633,FT-C00251,2/27/2026,5:52:00 AM,Bill Payment,16661,Mobile App,Web Browser,Port Harcourt,No,Successful,No
FT-T007634,FT-C00138,2/27/2026,6:03:00 AM,Cash Withdrawal,41231,Mobile App,Android,Abuja,No,Reversed,No
FT-T007635,FT-C01242,2/27/2026,6:14:00 AM,Transfer,118941,Mobile App,Android,Kaduna,No,Successful,No
FT-T007636,FT-C00751,2/27/2026,6:24:00 AM,Cash Withdrawal,32334,Mobile App,ATM Terminal,Benin City,No,Successful,No
FT-T007637,FT-C00454,2/27/2026,6:35:00 AM,Cash Withdrawal,108049,Mobile App,Android,Port Harcourt,No,Successful,No
FT-T007638,FT-C00883,2/27/2026,6:46:00 AM,Card Purchase,1646,POS,iOS,Benin City,No,Successful,No
FT-T007639,FT-C00087,2/27/2026,6:57:00 AM,Card Purchase,376,Mobile App,POS Terminal,Kaduna,No,Successful,No
FT-T007640,FT-C00293,2/27/2026,7:08:00 AM,Airtime/Data,9501,POS,iOS,Kano,No,Successful,No
FT-T007641,FT-C00092,2/27/2026,7:18:00 AM,Deposit,12532,Mobile App,ATM Terminal,Port Harcourt,No,Reversed,No
FT-T007642,FT-C00208,2/27/2026,7:29:00 AM,Cash Withdrawal,3182,POS,Android,Kano,No,Successful,Yes
FT-T007643,FT-C01228,2/27/2026,7:40:00 AM,Transfer,710,Mobile App,Android,Enugu,No,Successful,Yes
FT-T007644,FT-C00186,2/27/2026,7:51:00 AM,Card Purchase,37642,USSD,Android,Benin City,No,Successful,No
FT-T007645,FT-C01109,2/27/2026,8:02:00 AM,Bill Payment,39844,POS,iOS,Port Harcourt,No,Successful,Yes
FT-T007646,FT-C00156,2/27/2026,8:12:00 AM,Transfer,7051,Mobile App,iOS,Benin City,No,Successful,No
FT-T007647,FT-C00293,2/27/2026,8:23:00 AM,Card Purchase,86307,Web,iOS,Kaduna,No,Successful,No
FT-T007648,FT-C00533,2/27/2026,8:34:00 AM,Transfer,8445,USSD,iOS,Ibadan,No,Successful,No
FT-T007649,FT-C00161,2/27/2026,8:45:00 AM,Card Purchase,132028,ATM,POS Terminal,Abuja,No,Successful,No
FT-T007650,FT-C01410,2/27/2026,8:56:00 AM,Transfer,401428,Mobile App,Web Browser,Kaduna,No,Successful,Yes
FT-T007651,FT-C00851,2/27/2026,9:06:00 AM,Transfer,130148,Web,POS Terminal,Benin City,No,Successful,No
FT-T007652,FT-C00156,2/27/2026,9:17:00 AM,Card Purchase,1545,POS,Android,Benin City,No,Successful,No
FT-T007653,FT-C00143,2/27/2026,9:28:00 AM,Deposit,11021,USSD,POS Terminal,Kaduna,No,Successful,Yes
FT-T007654,FT-C01308,2/27/2026,9:39:00 AM,Card Purchase,9056,ATM,Web Browser,Enugu,No,Successful,No
FT-T007655,FT-C00562,2/27/2026,9:50:00 AM,Card Purchase,2456,Mobile App,POS Terminal,Kano,No,Successful,No
FT-T007656,FT-C00035,2/27/2026,10:00:00 AM,Bill Payment,38314,POS,iOS,Enugu,No,Successful,No
FT-T007657,FT-C00224,2/27/2026,10:11:00 AM,Transfer,274898,USSD,Android,Ibadan,No,Successful,No
FT-T007658,FT-C00668,2/27/2026,10:22:00 AM,Transfer,408532,Web,Android,Abuja,No,Successful,Yes
FT-T007659,FT-C00393,2/27/2026,10:33:00 AM,Transfer,4926,Mobile App,Android,Enugu,No,Successful,No
FT-T007660,FT-C00408,2/27/2026,10:44:00 AM,Deposit,5873,Web,Android,Ibadan,No,Failed,No
FT-T007661,FT-C01412,2/27/2026,10:54:00 AM,Bill Payment,1174,Mobile App,POS Terminal,Kano,No,Successful,No
FT-T007662,FT-C00297,2/27/2026,11:05:00 AM,Transfer,691,USSD,POS Terminal,Port Harcourt,No,Successful,No
FT-T007663,FT-C00323,2/27/2026,11:16:00 AM,Cash Withdrawal,2657,POS,POS Terminal,Abuja,No,Successful,Yes
FT-T007664,FT-C00039,2/27/2026,11:27:00 AM,Airtime/Data,586,Mobile App,Android,Benin City,No,Successful,No
FT-T007665,FT-C00505,2/27/2026,11:38:00 AM,Transfer,7149,USSD,iOS,Benin City,No,Successful,Yes
FT-T007666,FT-C00753,2/27/2026,11:48:00 AM,Cash Withdrawal,1833,USSD,ATM Terminal,Kaduna,No,Successful,Yes
FT-T007667,FT-C01340,2/27/2026,11:59:00 AM,Card Purchase,56998,Mobile App,Android,Enugu,No,Successful,No
FT-T007668,FT-C01141,2/27/2026,12:10:00 PM,Card Purchase,15736,ATM,iOS,Ibadan,No,Successful,No
FT-T007669,FT-C01366,2/27/2026,12:21:00 PM,Card Purchase,10970,Mobile App,Android,Port Harcourt,No,Successful,No
FT-T007670,FT-C00240,2/27/2026,12:32:00 PM,Bill Payment,8988,Mobile App,Web Browser,Lagos,No,Successful,No
FT-T007671,FT-C00687,2/27/2026,12:42:00 PM,Cash Withdrawal,4958,Web,Web Browser,Kano,No,Successful,No
FT-T007672,FT-C01469,2/27/2026,12:53:00 PM,Cash Withdrawal,177081,Mobile App,Android,Kano,No,Successful,No
FT-T007673,FT-C00740,2/27/2026,1:04:00 PM,Card Purchase,1321,POS,iOS,Benin City,No,Successful,No
FT-T007674,FT-C00997,2/27/2026,1:15:00 PM,Transfer,47250,POS,iOS,Port Harcourt,No,Successful,Yes
FT-T007675,FT-C00487,2/27/2026,1:26:00 PM,Bill Payment,1912,Mobile App,ATM Terminal,Port Harcourt,No,Successful,No
FT-T007676,FT-C00765,2/27/2026,1:36:00 PM,Transfer,419321,Mobile App,Web Browser,Kaduna,No,Successful,No
FT-T007677,FT-C01435,2/27/2026,1:47:00 PM,Card Purchase,102296,Mobile App,Android,Abuja,No,Successful,No
FT-T007678,FT-C00623,2/27/2026,1:58:00 PM,Transfer,3024,POS,Android,Benin City,No,Successful,No
FT-T007679,FT-C00736,2/27/2026,2:09:00 PM,Card Purchase,166136,POS,ATM Terminal,Ibadan,No,Successful,Yes
FT-T007680,FT-C00298,2/27/2026,2:20:00 PM,Card Purchase,16449,ATM,POS Terminal,Lagos,No,Successful,Yes
FT-T007681,FT-C01076,2/27/2026,2:30:00 PM,Bill Payment,23735,POS,iOS,Benin City,No,Successful,No
FT-T007682,FT-C00733,2/27/2026,2:41:00 PM,Transfer,3426,Mobile App,Android,Abuja,No,Successful,Yes
FT-T007683,FT-C01001,2/27/2026,2:52:00 PM,Cash Withdrawal,3295,Mobile App,Android,Abuja,No,Pending,No
